event_id,canonical_row_6104,original_index,i0_A_per_cm2,ih_A_per_cm2,R_ohm_reported_ohm_cm2,R_model_state_for_iv_model,unit_note
LZW-E001816,1816,1816,1.89918e-07,0.0026,0.04308,0.00010610837438423646,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001817,1817,1817,1.89919e-07,0.0026,0.04308,0.00010610837438423646,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001818,1818,1818,1.8992e-07,0.0026,0.04306,0.00010605911330049261,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001819,1819,1819,1.89917e-07,0.0026,0.04307,0.00010608374384236453,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001820,1820,1820,1.89914e-07,0.00261,0.04307,0.00010608374384236453,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001821,1821,1821,1.89911e-07,0.00261,0.04307,0.00010608374384236453,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001822,1822,1822,1.89908e-07,0.00261,0.04309,0.00010613300492610839,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001823,1823,1823,1.89909e-07,0.00261,0.04308,0.00010610837438423646,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001824,1824,1824,1.89909e-07,0.00261,0.04308,0.00010610837438423646,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001825,1825,1825,1.89908e-07,0.00261,0.04308,0.00010610837438423646,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001826,1826,1826,1.89905e-07,0.00261,0.0431,0.0001061576354679803,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001827,1827,1827,1.89906e-07,0.00261,0.0431,0.0001061576354679803,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001828,1828,1828,1.89906e-07,0.00261,0.0431,0.0001061576354679803,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001829,1829,1829,1.89904e-07,0.00261,0.0431,0.0001061576354679803,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001830,1830,1830,1.89899e-07,0.00261,0.04311,0.00010618226600985223,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001831,1831,1831,1.89897e-07,0.00262,0.04311,0.00010618226600985223,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001832,1832,1832,1.89897e-07,0.00262,0.04311,0.00010618226600985223,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001833,1833,1833,1.89894e-07,0.00262,0.04313,0.00010623152709359606,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001834,1834,1834,1.89895e-07,0.00262,0.04311,0.00010618226600985223,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001835,1835,1835,1.89893e-07,0.00262,0.04312,0.00010620689655172413,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001836,1836,1836,1.89893e-07,0.00262,0.04312,0.00010620689655172413,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001837,1837,1837,1.89888e-07,0.00262,0.04313,0.00010623152709359606,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001838,1838,1838,1.89888e-07,0.00262,0.04313,0.00010623152709359606,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001839,1839,1839,1.89889e-07,0.00262,0.04313,0.00010623152709359606,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001840,1840,1840,1.89886e-07,0.00262,0.04315,0.0001062807881773399,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001841,1841,1841,1.89886e-07,0.00262,0.04315,0.0001062807881773399,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001842,1842,1842,1.89886e-07,0.00262,0.04315,0.0001062807881773399,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001843,1843,1843,1.89885e-07,0.00262,0.04315,0.0001062807881773399,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001844,1844,1844,1.89885e-07,0.00262,0.04315,0.0001062807881773399,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001845,1845,1845,1.89886e-07,0.00262,0.04315,0.0001062807881773399,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001846,1846,1846,1.89881e-07,0.00262,0.04315,0.0001062807881773399,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001847,1847,1847,1.89881e-07,0.00262,0.04315,0.0001062807881773399,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001848,1848,1848,1.8987900000000006e-07,0.00263,0.04315,0.0001062807881773399,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001849,1849,1849,1.89876e-07,0.00263,0.04317,0.00010633004926108374,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001850,1850,1850,1.89871e-07,0.00263,0.04321,0.00010642857142857143,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001851,1851,1851,1.89872e-07,0.00263,0.0432,0.00010640394088669952,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001852,1852,1852,1.89873e-07,0.00263,0.04319,0.00010637931034482759,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001853,1853,1853,1.89872e-07,0.00263,0.04319,0.00010637931034482759,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001854,1854,1854,1.89873e-07,0.00263,0.04319,0.00010637931034482759,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001855,1855,1855,1.89873e-07,0.00263,0.04319,0.00010637931034482759,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001856,1856,1856,1.89871e-07,0.00263,0.0432,0.00010640394088669952,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001857,1857,1857,1.89869e-07,0.00263,0.04321,0.00010642857142857143,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001858,1858,1858,1.89864e-07,0.00263,0.04321,0.00010642857142857143,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001859,1859,1859,1.89864e-07,0.00263,0.04321,0.00010642857142857143,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001860,1860,1860,1.89865e-07,0.00263,0.04321,0.00010642857142857143,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001861,1861,1861,1.89861e-07,0.00263,0.04323,0.00010647783251231526,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001862,1862,1862,1.89857e-07,0.00263,0.04327,0.00010657635467980296,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001863,1863,1863,1.89858e-07,0.00263,0.04326,0.00010655172413793103,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001864,1864,1864,1.8985500000000005e-07,0.00263,0.04326,0.00010655172413793103,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001865,1865,1865,1.8985400000000005e-07,0.00263,0.04326,0.00010655172413793103,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001866,1866,1866,1.8985500000000005e-07,0.00263,0.04326,0.00010655172413793103,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001867,1867,1867,1.89852e-07,0.00263,0.04328,0.00010660098522167488,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001868,1868,1868,1.89853e-07,0.00263,0.04327,0.00010657635467980296,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001869,1869,1869,1.8985400000000005e-07,0.00263,0.04327,0.00010657635467980296,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001870,1870,1870,1.89853e-07,0.00263,0.04327,0.00010657635467980296,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001871,1871,1871,1.89853e-07,0.00263,0.04327,0.00010657635467980296,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001872,1872,1872,1.89853e-07,0.00263,0.04327,0.00010657635467980296,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001873,1873,1873,1.89852e-07,0.00263,0.04327,0.00010657635467980296,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001874,1874,1874,1.8985100000000002e-07,0.00263,0.04328,0.00010660098522167488,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001875,1875,1875,1.89846e-07,0.00263,0.04328,0.00010660098522167488,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001876,1876,1876,1.89842e-07,0.00264,0.04328,0.00010660098522167488,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001877,1877,1877,1.8984e-07,0.00265,0.04328,0.00010660098522167488,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001878,1878,1878,1.89836e-07,0.00264,0.0433,0.00010665024630541872,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001879,1879,1879,1.89837e-07,0.00265,0.0433,0.00010665024630541872,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001880,1880,1880,1.89837e-07,0.00265,0.0433,0.00010665024630541872,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001881,1881,1881,1.89836e-07,0.00265,0.0433,0.00010665024630541872,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001882,1882,1882,1.89833e-07,0.00264,0.04332,0.00010669950738916256,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001883,1883,1883,1.89833e-07,0.00264,0.04331,0.00010667487684729065,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001884,1884,1884,1.89834e-07,0.00265,0.04331,0.00010667487684729065,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001885,1885,1885,1.89832e-07,0.00265,0.04332,0.00010669950738916256,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001886,1886,1886,1.8983100000000005e-07,0.00264,0.04332,0.00010669950738916256,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001887,1887,1887,1.8983100000000005e-07,0.00265,0.04332,0.00010669950738916256,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001888,1888,1888,1.8983e-07,0.00264,0.04333,0.00010672413793103449,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001889,1889,1889,1.8983e-07,0.00264,0.04333,0.00010672413793103449,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001890,1890,1890,1.89828e-07,0.00264,0.04333,0.00010672413793103449,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001891,1891,1891,1.89824e-07,0.00265,0.04334,0.00010674876847290639,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001892,1892,1892,1.89824e-07,0.00265,0.04334,0.00010674876847290639,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001893,1893,1893,1.89826e-07,0.00265,0.04334,0.00010674876847290639,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001894,1894,1894,1.89822e-07,0.00265,0.04335,0.00010677339901477832,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001895,1895,1895,1.89818e-07,0.00265,0.04337,0.00010682266009852216,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001896,1896,1896,1.89815e-07,0.00265,0.0434,0.00010689655172413793,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001897,1897,1897,1.89816e-07,0.00265,0.04339,0.000106871921182266,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001898,1898,1898,1.89816e-07,0.00265,0.04339,0.000106871921182266,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001899,1899,1899,1.89816e-07,0.00265,0.04339,0.000106871921182266,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001900,1900,1900,1.89815e-07,0.00265,0.04339,0.000106871921182266,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001901,1901,1901,1.89812e-07,0.00265,0.0434,0.00010689655172413793,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001902,1902,1902,1.89809e-07,0.00265,0.0434,0.00010689655172413793,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001903,1903,1903,1.89806e-07,0.00266,0.0434,0.00010689655172413793,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001904,1904,1904,1.89803e-07,0.00266,0.04342,0.00010694581280788178,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001905,1905,1905,1.89804e-07,0.00266,0.04341,0.00010692118226600985,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001906,1906,1906,1.89805e-07,0.00266,0.0434,0.00010689655172413793,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001907,1907,1907,1.89804e-07,0.00266,0.04341,0.00010692118226600985,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001908,1908,1908,1.89804e-07,0.00266,0.0434,0.00010689655172413793,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001909,1909,1909,1.89804e-07,0.00266,0.0434,0.00010689655172413793,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001910,1910,1910,1.89801e-07,0.00266,0.04341,0.00010692118226600985,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001911,1911,1911,1.898e-07,0.00266,0.04341,0.00010692118226600985,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001912,1912,1912,1.89802e-07,0.00266,0.04341,0.00010692118226600985,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001913,1913,1913,1.89799e-07,0.00266,0.04343,0.0001069704433497537,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001914,1914,1914,1.89799e-07,0.00266,0.04342,0.00010694581280788178,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001915,1915,1915,1.89798e-07,0.00266,0.04343,0.0001069704433497537,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001916,1916,1916,1.89797e-07,0.00266,0.04343,0.0001069704433497537,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001917,1917,1917,1.89797e-07,0.00266,0.04343,0.0001069704433497537,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001918,1918,1918,1.89794e-07,0.00266,0.04344,0.00010699507389162561,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001919,1919,1919,1.89795e-07,0.00266,0.04344,0.00010699507389162561,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001920,1920,1920,1.89798e-07,0.00266,0.04344,0.00010699507389162561,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001921,1921,1921,1.89794e-07,0.00266,0.04346,0.00010704433497536945,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001922,1922,1922,1.89795e-07,0.00266,0.04345,0.00010701970443349755,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001923,1923,1923,1.89794e-07,0.00266,0.04345,0.00010701970443349755,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001924,1924,1924,1.89794e-07,0.00266,0.04345,0.00010701970443349755,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001925,1925,1925,1.89793e-07,0.00266,0.04346,0.00010704433497536945,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001926,1926,1926,1.89792e-07,0.00266,0.04346,0.00010704433497536945,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001927,1927,1927,1.89789e-07,0.00266,0.04346,0.00010704433497536945,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001928,1928,1928,1.89785e-07,0.00266,0.04346,0.00010704433497536945,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001929,1929,1929,1.89785e-07,0.00267,0.04346,0.00010704433497536945,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001930,1930,1930,1.89778e-07,0.00267,0.0435,0.00010714285714285714,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001931,1931,1931,1.89773e-07,0.00267,0.04353,0.00010721674876847291,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001932,1932,1932,1.89775e-07,0.00267,0.04352,0.000107192118226601,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001933,1933,1933,1.89775e-07,0.00267,0.04351,0.00010716748768472907,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001934,1934,1934,1.89774e-07,0.00267,0.04352,0.000107192118226601,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001935,1935,1935,1.89775e-07,0.00267,0.04351,0.00010716748768472907,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001936,1936,1936,1.89776e-07,0.00267,0.04351,0.00010716748768472907,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001937,1937,1937,1.89776e-07,0.00267,0.0435,0.00010714285714285714,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001938,1938,1938,1.89775e-07,0.00267,0.0435,0.00010714285714285714,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001939,1939,1939,1.89776e-07,0.00267,0.0435,0.00010714285714285714,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001940,1940,1940,1.89774e-07,0.00267,0.04351,0.00010716748768472907,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001941,1941,1941,1.89773e-07,0.00267,0.04351,0.00010716748768472907,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001942,1942,1942,1.89773e-07,0.00267,0.04351,0.00010716748768472907,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001943,1943,1943,1.89773e-07,0.00267,0.04351,0.00010716748768472907,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001944,1944,1944,1.89772e-07,0.00267,0.04352,0.000107192118226601,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001945,1945,1945,1.89771e-07,0.00267,0.04352,0.000107192118226601,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001946,1946,1946,1.8977e-07,0.00267,0.04353,0.00010721674876847291,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001947,1947,1947,1.89765e-07,0.00267,0.04353,0.00010721674876847291,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001948,1948,1948,1.89764e-07,0.00267,0.04353,0.00010721674876847291,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001949,1949,1949,1.89763e-07,0.00267,0.04353,0.00010721674876847291,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001950,1950,1950,1.89759e-07,0.00267,0.04355,0.00010726600985221674,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001951,1951,1951,1.8976e-07,0.00267,0.04355,0.00010726600985221674,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001952,1952,1952,1.89759e-07,0.00267,0.04355,0.00010726600985221674,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001953,1953,1953,1.89757e-07,0.00267,0.04357,0.00010731527093596058,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001954,1954,1954,1.89757e-07,0.00267,0.04356,0.00010729064039408867,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001955,1955,1955,1.89756e-07,0.00267,0.04357,0.00010731527093596058,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001956,1956,1956,1.89756e-07,0.00267,0.04357,0.00010731527093596058,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001957,1957,1957,1.89754e-07,0.00267,0.04357,0.00010731527093596058,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001958,1958,1958,1.89753e-07,0.00267,0.04358,0.00010733990147783251,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001959,1959,1959,1.89753e-07,0.00267,0.04358,0.00010733990147783251,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001960,1960,1960,1.89753e-07,0.00267,0.04358,0.00010733990147783251,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001961,1961,1961,1.8975e-07,0.00267,0.04359,0.00010736453201970443,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001962,1962,1962,1.89747e-07,0.00267,0.04359,0.00010736453201970443,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001963,1963,1963,1.89747e-07,0.00267,0.04359,0.00010736453201970443,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001964,1964,1964,1.89748e-07,0.00267,0.04359,0.00010736453201970443,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001965,1965,1965,1.89745e-07,0.00267,0.04362,0.0001074384236453202,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001966,1966,1966,1.8974e-07,0.00267,0.04365,0.00010751231527093597,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001967,1967,1967,1.89741e-07,0.00267,0.04364,0.00010748768472906404,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001968,1968,1968,1.89742e-07,0.00267,0.04364,0.00010748768472906404,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001969,1969,1969,1.89741e-07,0.00267,0.04364,0.00010748768472906404,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001970,1970,1970,1.89741e-07,0.00267,0.04364,0.00010748768472906404,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001971,1971,1971,1.8974e-07,0.00267,0.04364,0.00010748768472906404,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001972,1972,1972,1.8974e-07,0.00267,0.04364,0.00010748768472906404,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001973,1973,1973,1.8973900000000006e-07,0.00267,0.04365,0.00010751231527093597,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001974,1974,1974,1.89738e-07,0.00267,0.04365,0.00010751231527093597,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001975,1975,1975,1.89734e-07,0.00267,0.04366,0.00010753694581280787,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001976,1976,1976,1.89731e-07,0.00268,0.04366,0.00010753694581280787,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001977,1977,1977,1.8973e-07,0.00268,0.04366,0.00010753694581280787,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001978,1978,1978,1.89726e-07,0.00268,0.04368,0.00010758620689655171,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001979,1979,1979,1.89726e-07,0.00268,0.04368,0.00010758620689655171,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001980,1980,1980,1.89725e-07,0.00268,0.04368,0.00010758620689655171,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001981,1981,1981,1.89724e-07,0.00268,0.04368,0.00010758620689655171,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001982,1982,1982,1.89724e-07,0.00268,0.04369,0.00010761083743842364,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001983,1983,1983,1.89723e-07,0.00268,0.04369,0.00010761083743842364,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001984,1984,1984,1.89717e-07,0.00268,0.0437,0.00010763546798029557,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001985,1985,1985,1.89714e-07,0.00269,0.0437,0.00010763546798029557,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001986,1986,1986,1.89714e-07,0.00269,0.0437,0.00010763546798029557,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001987,1987,1987,1.8971e-07,0.00269,0.04372,0.00010768472906403941,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001988,1988,1988,1.89711e-07,0.00269,0.04372,0.00010768472906403941,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001989,1989,1989,1.89709e-07,0.00269,0.04372,0.00010768472906403941,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001990,1990,1990,1.89708e-07,0.00269,0.04373,0.00010770935960591133,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001991,1991,1991,1.89702e-07,0.00269,0.04374,0.00010773399014778326,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001992,1992,1992,1.897e-07,0.00269,0.04374,0.00010773399014778326,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001993,1993,1993,1.897e-07,0.00269,0.04374,0.00010773399014778326,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001994,1994,1994,1.89694e-07,0.00269,0.04376,0.0001077832512315271,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001995,1995,1995,1.8969e-07,0.00269,0.04379,0.00010785714285714286,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001996,1996,1996,1.89685e-07,0.00269,0.04383,0.00010795566502463054,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E001997,1997,1997,1.89686e-07,0.00269,0.04382,0.00010793103448275862,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
